סמל יישוב,יישוב מחושב,תאור קבוצה סטטיסטית,שנת הודעה,Total,2019,2018,2017,2016,2015,2014
1192.0,ערערה בנגב,Total,,2782,815,512,373,392,333,357
1192.0,ערערה בנגב,-,,6,3,-,1,1,-,1
1192.0,ערערה בנגב,סעיפי הגדרה,,2,-,-,-,-,1,1
1192.0,ערערה בנגב,עבירות בטחון,,307,104,59,39,30,43,32
1192.0,ערערה בנגב,עבירות כלכליות,,16,9,4,-,2,-,1
1192.0,ערערה בנגב,עבירות כלפי המוסר,,48,13,12,5,7,7,4
1192.0,ערערה בנגב,עבירות כלפי הרכוש,,680,187,125,94,98,95,81
1192.0,ערערה בנגב,עבירות מין,,12,2,1,1,1,1,6
1192.0,ערערה בנגב,עבירות מנהליות,,1,1,-,-,-,-,-
1192.0,ערערה בנגב,עבירות מרמה,,49,15,10,6,6,3,9
1192.0,ערערה בנגב,עבירות נגד אדם,,34,5,7,3,5,10,4
1192.0,ערערה בנגב,עבירות נגד גוף,,827,253,146,112,111,117,88
1192.0,ערערה בנגב,עבירות סדר ציבורי,,1650,493,303,206,242,172,234
1192.0,ערערה בנגב,עבירות רשוי,,36,22,2,2,1,3,6
1192.0,ערערה בנגב,עבירות תנועה,,33,12,3,4,7,6,1
1192.0,ערערה בנגב,שאר עבירות,,4,-,2,1,-,-,1
537.0,פוריידיס,Total,,2587,384,487,475,403,474,364
537.0,פוריידיס,סעיפי הגדרה,,2,2,-,-,-,-,-
537.0,פוריידיס,עבירות בטחון,,122,27,27,16,16,10,26
537.0,פוריידיס,עבירות כלכליות,,1,-,-,1,-,-,-
537.0,פוריידיס,עבירות כלפי המוסר,,352,60,91,70,50,51,30
537.0,פוריידיס,עבירות כלפי הרכוש,,898,107,153,199,124,178,137
537.0,פוריידיס,עבירות מין,,18,2,4,4,4,2,2
537.0,פוריידיס,עבירות מרמה,,67,10,7,12,14,13,11
537.0,פוריידיס,עבירות נגד אדם,,2,1,-,1,-,-,-
537.0,פוריידיס,עבירות נגד גוף,,506,84,87,75,85,100,75
537.0,פוריידיס,עבירות סדר ציבורי,,1163,200,216,189,183,221,154
537.0,פוריידיס,עבירות רשוי,,12,1,-,3,2,4,2
537.0,פוריידיס,עבירות תנועה,,7,1,1,3,1,1,-
535.0,פסוטה,Total,,293,63,45,34,37,55,59
535.0,פסוטה,עבירות בטחון,,4,3,1,-,-,-,-
535.0,פסוטה,עבירות כלכליות,,3,3,-,-,-,-,-
535.0,פסוטה,עבירות כלפי המוסר,,23,8,4,5,4,2,-
535.0,פסוטה,עבירות כלפי הרכוש,,82,18,15,6,6,19,18
535.0,פסוטה,עבירות מין,,3,-,1,-,-,2,-
535.0,פסוטה,עבירות מרמה,,13,2,-,1,2,4,4
535.0,פסוטה,עבירות נגד גוף,,58,9,10,9,13,8,9
535.0,פסוטה,עבירות סדר ציבורי,,165,28,26,18,19,36,38
535.0,פסוטה,עבירות רשוי,,3,-,-,1,-,2,-
535.0,פסוטה,עבירות תנועה,,1,-,-,-,-,1,-
536.0,פקיעין,Total,,423,62,61,56,77,70,97
536.0,פקיעין,עבירות בטחון,,12,1,2,1,3,1,4
536.0,פקיעין,עבירות כלכליות,,2,-,2,-,-,-,-
536.0,פקיעין,עבירות כלפי המוסר,,38,6,8,4,6,5,9
536.0,פקיעין,עבירות כלפי הרכוש,,173,26,25,22,27,32,41
536.0,פקיעין,עבירות מין,,6,1,2,-,1,1,1
536.0,פקיעין,עבירות מרמה,,19,1,5,2,4,2,5
536.0,פקיעין,עבירות נגד גוף,,89,18,12,9,12,19,19
536.0,פקיעין,עבירות סדר ציבורי,,156,18,21,25,40,23,29
536.0,פקיעין,עבירות רשוי,,6,2,-,1,1,-,2
536.0,פקיעין,עבירות תנועה,,4,-,3,-,1,-,-
7800.0,פרדס חנה כרכור,Total,,8434,1434,1475,1301,1309,1390,1525
7800.0,פרדס חנה כרכור,-,,10,2,2,-,4,-,2
7800.0,פרדס חנה כרכור,סעיפי הגדרה,,3,-,-,1,1,1,-
7800.0,פרדס חנה כרכור,עבירות בטחון,,49,12,6,5,9,7,10
7800.0,פרדס חנה כרכור,עבירות כלכליות,,5,1,2,-,1,-,1
7800.0,פרדס חנה כרכור,עבירות כלפי המוסר,,693,145,137,115,106,93,97
7800.0,פרדס חנה כרכור,עבירות כלפי הרכוש,,4170,666,703,629,659,693,820
7800.0,פרדס חנה כרכור,עבירות מין,,149,34,28,18,24,25,20
7800.0,פרדס חנה כרכור,עבירות מנהליות,,1,-,-,-,1,-,-
7800.0,פרדס חנה כרכור,עבירות מרמה,,245,32,33,34,41,49,56
7800.0,פרדס חנה כרכור,עבירות נגד אדם,,9,3,1,1,2,1,1
7800.0,פרדס חנה כרכור,עבירות נגד גוף,,1480,272,256,228,240,265,219
7800.0,פרדס חנה כרכור,עבירות סדר ציבורי,,2997,541,540,502,437,467,510
7800.0,פרדס חנה כרכור,עבירות רשוי,,17,1,1,4,3,2,6
7800.0,פרדס חנה כרכור,עבירות תנועה,,16,4,3,1,3,4,1
171.0,פרדסיה,Total,,838,112,106,112,201,152,155
171.0,פרדסיה,-,,5,-,1,1,-,1,2
171.0,פרדסיה,סעיפי הגדרה,,1,-,-,-,1,-,-
171.0,פרדסיה,עבירות בטחון,,6,2,-,-,2,1,1
171.0,פרדסיה,עבירות כלפי המוסר,,95,9,6,6,51,8,15
171.0,פרדסיה,עבירות כלפי הרכוש,,347,38,40,43,73,86,67
171.0,פרדסיה,עבירות מין,,16,1,2,3,3,2,5
171.0,פרדסיה,עבירות מרמה,,19,3,1,3,3,3,6
171.0,פרדסיה,עבירות נגד גוף,,140,25,22,33,21,18,21
171.0,פרדסיה,עבירות סדר ציבורי,,342,55,54,37,76,56,64
171.0,פרדסיה,עבירות תנועה,,1,-,1,-,-,-,-
171.0,פרדסיה,שאר עבירות,,1,-,-,-,1,-,-
7900.0,פתח תקווה,Total,,49428,7046,7907,8173,8546,8609,9147
7900.0,פתח תקווה,-,,77,4,9,24,13,6,21
7900.0,פתח תקווה,סעיפי הגדרה,,97,2,3,6,21,25,40
7900.0,פתח תקווה,עבירות בטחון,,180,18,19,28,26,40,49
7900.0,פתח תקווה,עבירות כלכליות,,116,13,18,27,22,12,24
7900.0,פתח תקווה,עבירות כלפי המוסר,,3603,501,642,796,693,522,449
7900.0,פתח תקווה,עבירות כלפי הרכוש,,23523,3418,3516,3428,4143,4343,4675
7900.0,פתח תקווה,עבירות מין,,1027,167,158,272,158,132,140
7900.0,פתח תקווה,עבירות מנהליות,,12,-,9,1,1,-,1
7900.0,פתח תקווה,עבירות מרמה,,2699,478,496,406,382,427,510
7900.0,פתח תקווה,עבירות נגד אדם,,56,6,4,7,13,11,15
7900.0,פתח תקווה,עבירות נגד גוף,,8824,1272,1593,1547,1507,1445,1460
7900.0,פתח תקווה,עבירות סדר ציבורי,,17261,2335,2788,2982,2873,3013,3270
7900.0,פתח תקווה,עבירות רשוי,,195,40,26,43,26,21,39
7900.0,פתח תקווה,עבירות תנועה,,153,23,30,17,24,36,23
7900.0,פתח תקווה,שאר עבירות,,19,-,8,1,2,2,6
8000.0,צפת,Total,,7239,1112,1152,1162,1241,1230,1342
8000.0,צפת,-,,7,2,1,-,2,-,2
8000.0,צפת,סעיפי הגדרה,,9,1,-,-,-,8,-
8000.0,צפת,עבירות בטחון,,99,18,7,21,16,19,18
8000.0,צפת,עבירות כלכליות,,21,4,9,1,3,2,2
8000.0,צפת,עבירות כלפי המוסר,,1399,202,245,339,280,180,153
8000.0,צפת,עבירות כלפי הרכוש,,2543,435,403,381,412,432,480
8000.0,צפת,עבירות מין,,235,35,48,22,31,56,43
8000.0,צפת,עבירות מנהליות,,1,-,-,-,-,-,1
8000.0,צפת,עבירות מרמה,,311,41,54,38,36,85,57
8000.0,צפת,עבירות נגד אדם,,4,3,-,-,-,-,1
8000.0,צפת,עבירות נגד גוף,,1460,201,245,212,257,248,297
8000.0,צפת,עבירות סדר ציבורי,,2671,412,409,377,469,474,530
8000.0,צפת,עבירות רשוי,,43,4,13,6,5,5,10
8000.0,צפת,עבירות תנועה,,33,3,11,11,1,2,5
8000.0,צפת,שאר עבירות,,3,-,-,-,1,2,-
3557.0,קדומים,Total,,413,45,70,98,83,66,51
3557.0,קדומים,עבירות בטחון,,57,1,13,9,16,9,9
3557.0,קדומים,עבירות כלפי המוסר,,65,6,20,10,22,4,3
3557.0,קדומים,עבירות כלפי הרכוש,,154,15,16,54,21,25,23
3557.0,קדומים,עבירות מין,,19,3,5,2,2,3,4
3557.0,קדומים,עבירות מרמה,,19,3,4,2,7,2,1
3557.0,קדומים,עבירות נגד אדם,,1,-,-,1,-,-,-
3557.0,קדומים,עבירות נגד גוף,,74,12,13,12,15,13,9
3557.0,קדומים,עבירות סדר ציבורי,,102,11,15,24,19,20,13
3557.0,קדומים,עבירות רשוי,,2,-,1,-,-,1,-
3557.0,קדומים,עבירות תנועה,,3,1,2,-,-,-,-
195.0,קדימה צורן,Total,,3054,354,355,493,533,669,650
195.0,קדימה צורן,-,,11,3,3,2,-,2,1
195.0,קדימה צורן,סעיפי הגדרה,,2,1,-,-,-,1,-
195.0,קדימה צורן,עבירות בטחון,,15,3,1,-,6,2,3
195.0,קדימה צורן,עבירות כלכליות,,1,-,-,-,1,-,-
195.0,קדימה צורן,עבירות כלפי המוסר,,147,22,22,39,27,22,15
195.0,קדימה צורן,עבירות כלפי הרכוש,,1530,132,159,224,282,353,380
195.0,קדימה צורן,עבירות מין,,63,12,10,6,7,10,18
195.0,קדימה צורן,עבירות מנהליות,,1,-,1,-,-,-,-
195.0,קדימה צורן,עבירות מרמה,,87,9,10,14,23,17,14
195.0,קדימה צורן,עבירות נגד אדם,,2,-,-,-,1,1,-
195.0,קדימה צורן,עבירות נגד גוף,,555,79,77,103,92,110,94
195.0,קדימה צורן,עבירות סדר ציבורי,,1128,155,139,180,188,257,209
195.0,קדימה צורן,עבירות רשוי,,11,2,1,2,3,-,3
195.0,קדימה צורן,עבירות תנועה,,13,-,3,2,3,3,2
195.0,קדימה צורן,שאר עבירות,,3,-,-,-,1,1,1
638.0,קלנסווה,Total,,4473,797,755,725,747,711,738
638.0,קלנסווה,-,,1,-,-,1,-,-,-
638.0,קלנסווה,סעיפי הגדרה,,5,1,1,-,1,-,2
638.0,קלנסווה,עבירות בטחון,,188,42,43,28,28,12,35
638.0,קלנסווה,עבירות כלכליות,,10,4,1,-,4,-,1
638.0,קלנסווה,עבירות כלפי המוסר,,355,81,67,49,68,46,44
638.0,קלנסווה,עבירות כלפי הרכוש,,1589,248,239,272,245,270,315
638.0,קלנסווה,עבירות מין,,28,-,6,3,2,11,6
638.0,קלנסווה,עבירות מרמה,,150,18,13,24,35,30,30
638.0,קלנסווה,עבירות נגד אדם,,19,1,4,3,2,4,5
638.0,קלנסווה,עבירות נגד גוף,,1137,193,179,181,193,219,172
638.0,קלנסווה,עבירות סדר ציבורי,,2266,442,415,367,372,344,326
638.0,קלנסווה,עבירות רשוי,,17,3,5,-,3,1,5
638.0,קלנסווה,עבירות תנועה,,36,5,8,4,6,7,6
638.0,קלנסווה,שאר עבירות,,1,-,-,-,-,-,1
4100.0,קצרין,Total,,1568,210,321,271,239,277,250
4100.0,קצרין,-,,4,-,2,-,-,-,2
4100.0,קצרין,סעיפי הגדרה,,4,-,-,-,-,4,-
4100.0,קצרין,עבירות בטחון,,18,2,2,4,3,2,5
4100.0,קצרין,עבירות כלכליות,,1,-,-,1,-,-,-
4100.0,קצרין,עבירות כלפי המוסר,,275,43,89,40,49,37,17
4100.0,קצרין,עבירות כלפי הרכוש,,573,60,103,108,89,108,105
4100.0,קצרין,עבירות מין,,40,11,2,3,5,7,12
4100.0,קצרין,עבירות מרמה,,63,15,3,6,12,16,11
4100.0,קצרין,עבירות נגד גוף,,334,58,54,59,53,63,47
4100.0,קצרין,עבירות סדר ציבורי,,596,75,126,121,75,103,96
4100.0,קצרין,עבירות רשוי,,8,-,2,1,-,2,3
4100.0,קצרין,עבירות תנועה,,20,-,17,2,-,1,-
2620.0,קרית אונו,Total,,4908,715,714,741,828,881,1029
2620.0,קרית אונו,-,,6,1,2,1,1,-,1
2620.0,קרית אונו,סעיפי הגדרה,,15,1,-,10,-,3,1
2620.0,קרית אונו,עבירות בטחון,,16,2,1,1,2,5,5
2620.0,קרית אונו,עבירות כלכליות,,17,1,1,11,1,1,2
2620.0,קרית אונו,עבירות כלפי המוסר,,358,77,70,58,43,47,63
2620.0,קרית אונו,עבירות כלפי הרכוש,,2477,301,337,359,452,471,557
2620.0,קרית אונו,עבירות מין,,88,23,13,8,13,15,16
2620.0,קרית אונו,עבירות מנהליות,,1,-,-,-,-,1,-
2620.0,קרית אונו,עבירות מרמה,,338,85,44,55,61,50,43
2620.0,קרית אונו,עבירות נגד אדם,,7,1,2,1,1,2,-
2620.0,קרית אונו,עבירות נגד גוף,,714,117,107,111,119,131,129
2620.0,קרית אונו,עבירות סדר ציבורי,,1675,245,259,274,254,302,341
2620.0,קרית אונו,עבירות רשוי,,13,2,1,3,4,-,3
2620.0,קרית אונו,עבירות תנועה,,11,1,3,3,-,1,3
2620.0,קרית אונו,שאר עבירות,,3,-,-,1,-,-,2
3611.0,קרית ארבע,Total,,1125,202,218,234,195,126,150
3611.0,קרית ארבע,-,,2,1,-,1,-,-,-
3611.0,קרית ארבע,סעיפי הגדרה,,1,-,-,1,-,-,-
3611.0,קרית ארבע,עבירות בטחון,,71,13,17,23,6,8,4
3611.0,קרית ארבע,עבירות כלפי המוסר,,124,35,25,31,8,1,24
3611.0,קרית ארבע,עבירות כלפי הרכוש,,409,58,93,81,87,49,41
3611.0,קרית ארבע,עבירות מין,,43,7,5,5,9,11,6
3611.0,קרית ארבע,עבירות מרמה,,22,4,3,4,5,3,3
3611.0,קרית ארבע,עבירות נגד אדם,,4,1,-,-,2,1,-
3611.0,קרית ארבע,עבירות נגד גוף,,257,50,46,47,41,33,40
3611.0,קרית ארבע,עבירות סדר ציבורי,,427,62,86,84,80,50,65
3611.0,קרית ארבע,עבירות רשוי,,4,-,-,2,-,-,2
3611.0,קרית ארבע,עבירות תנועה,,2,-,-,-,-,-,2
3611.0,קרית ארבע,שאר עבירות,,4,1,-,2,-,-,1
6800.0,קרית אתא,Total,,13469,1985,1998,2280,2003,2192,3011
6800.0,קרית אתא,-,,5,-,-,-,3,-,2
6800.0,קרית אתא,סעיפי הגדרה,,8,1,-,-,2,5,-
6800.0,קרית אתא,עבירות בטחון,,56,6,5,8,12,12,13
6800.0,קרית אתא,עבירות כלכליות,,19,4,5,1,3,2,4
6800.0,קרית אתא,עבירות כלפי המוסר,,1241,103,185,215,196,216,326
6800.0,קרית אתא,עבירות כלפי הרכוש,,5563,834,813,940,809,930,1237
6800.0,קרית אתא,עבירות מין,,267,42,46,43,33,60,43
6800.0,קרית אתא,עבירות מנהליות,,2,-,1,-,-,1,-
6800.0,קרית אתא,עבירות מרמה,,810,104,73,85,84,150,314
6800.0,קרית אתא,עבירות נגד אדם,,16,1,2,3,3,4,3
6800.0,קרית אתא,עבירות נגד גוף,,2766,502,449,444,460,427,484
6800.0,קרית אתא,עבירות סדר ציבורי,,5358,810,815,929,810,805,1189
6800.0,קרית אתא,עבירות רשוי,,23,5,1,-,4,7,6
6800.0,קרית אתא,עבירות תנועה,,30,4,4,7,3,5,7
6800.0,קרית אתא,שאר עבירות,,2,-,-,-,-,1,1
9500.0,קרית ביאליק,Total,,11294,1375,1648,2046,1981,2087,2157
9500.0,קרית ביאליק,-,,1,-,-,-,-,1,-
9500.0,קרית ביאליק,סעיפי הגדרה,,6,-,-,-,-,6,-
9500.0,קרית ביאליק,עבירות בטחון,,34,4,9,6,4,7,4
9500.0,קרית ביאליק,עבירות כלכליות,,143,3,12,103,23,1,1
9500.0,קרית ביאליק,עבירות כלפי המוסר,,884,54,162,157,120,193,198
9500.0,קרית ביאליק,עבירות כלפי הרכוש,,5298,715,747,912,888,915,1121
9500.0,קרית ביאליק,עבירות מין,,198,22,39,31,42,33,31
9500.0,קרית ביאליק,עבירות מנהליות,,1,1,-,-,-,-,-
9500.0,קרית ביאליק,עבירות מרמה,,1208,99,99,197,316,281,216
9500.0,קרית ביאליק,עבירות נגד אדם,,10,3,-,4,1,1,1
9500.0,קרית ביאליק,עבירות נגד גוף,,1961,260,334,372,340,319,336
9500.0,קרית ביאליק,עבירות סדר ציבורי,,3615,454,554,713,617,628,649
9500.0,קרית ביאליק,עבירות רשוי,,15,2,-,1,5,3,4
9500.0,קרית ביאליק,עבירות תנועה,,19,-,1,7,3,2,6
9500.0,קרית ביאליק,שאר עבירות,,3,-,-,-,1,1,1
2630.0,קרית גת,Total,,13528,2286,2478,2275,2176,2074,2239
2630.0,קרית גת,-,,6,1,2,1,-,1,1
2630.0,קרית גת,סעיפי הגדרה,,19,1,1,3,-,11,3
2630.0,קרית גת,עבירות בטחון,,67,12,11,11,10,10,13
2630.0,קרית גת,עבירות כלכליות,,33,8,6,3,3,5,8
2630.0,קרית גת,עבירות כלפי המוסר,,992,191,204,123,144,139,191
2630.0,קרית גת,עבירות כלפי הרכוש,,5149,755,905,915,945,824,805
2630.0,קרית גת,עבירות מין,,290,52,48,59,38,38,55
2630.0,קרית גת,עבירות מרמה,,541,95,81,81,84,112,88
2630.0,קרית גת,עבירות נגד אדם,,29,5,4,6,3,7,4
2630.0,קרית גת,עבירות נגד גוף,,3205,618,619,545,478,456,489
2630.0,קרית גת,עבירות סדר ציבורי,,5839,1040,1079,975,876,886,983
2630.0,קרית גת,עבירות רשוי,,213,44,47,28,21,33,40
2630.0,קרית גת,עבירות תנועה,,64,5,5,10,16,11,17
2630.0,קרית גת,שאר עבירות,,5,-,-,2,1,1,1
2300.0,קרית טבעון,Total,,3379,436,473,627,573,645,625
2300.0,קרית טבעון,-,,3,-,1,1,1,-,-
2300.0,קרית טבעון,סעיפי הגדרה,,1,-,-,-,-,1,-
2300.0,קרית טבעון,עבירות בטחון,,18,3,5,-,-,7,3
2300.0,קרית טבעון,עבירות כלכליות,,4,3,1,-,-,-,-
2300.0,קרית טבעון,עבירות כלפי המוסר,,266,29,33,41,64,64,35
2300.0,קרית טבעון,עבירות כלפי הרכוש,,1950,233,259,386,311,378,383
2300.0,קרית טבעון,עבירות מין,,54,11,7,8,12,7,9
2300.0,קרית טבעון,עבירות מנהליות,,2,1,-,-,1,-,-
2300.0,קרית טבעון,עבירות מרמה,,95,12,12,13,19,15,24
2300.0,קרית טבעון,עבירות נגד אדם,,1,1,-,-,-,-,-
2300.0,קרית טבעון,עבירות נגד גוף,,479,69,56,82,100,79,93
2300.0,קרית טבעון,עבירות סדר ציבורי,,929,140,156,154,160,171,148
2300.0,קרית טבעון,עבירות רשוי,,3,-,-,1,-,2,-
2300.0,קרית טבעון,עבירות תנועה,,11,1,3,1,4,1,1
2300.0,קרית טבעון,שאר עבירות,,1,-,-,-,-,1,-
9600.0,קרית ים,Total,,8762,1050,1324,1590,1440,1616,1742
9600.0,קרית ים,-,,5,1,2,1,-,-,1
9600.0,קרית ים,סעיפי הגדרה,,6,1,-,-,-,4,1
9600.0,קרית ים,עבירות בטחון,,44,7,5,7,4,11,10
9600.0,קרית ים,עבירות כלכליות,,11,5,1,1,-,3,1
9600.0,קרית ים,עבירות כלפי המוסר,,1085,70,171,208,157,247,232
9600.0,קרית ים,עבירות כלפי הרכוש,,3699,468,531,668,636,628,768
9600.0,קרית ים,עבירות מין,,170,33,25,32,24,30,26
9600.0,קרית ים,עבירות מנהליות,,2,1,-,-,-,-,1
9600.0,קרית ים,עבירות מרמה,,399,55,59,61,67,82,75
9600.0,קרית ים,עבירות נגד אדם,,12,2,4,5,-,1,-
9600.0,קרית ים,עבירות נגד גוף,,1875,251,305,346,322,314,337
9600.0,קרית ים,עבירות סדר ציבורי,,3235,398,502,589,530,624,592
9600.0,קרית ים,עבירות רשוי,,13,1,1,-,1,6,4
9600.0,קרית ים,עבירות תנועה,,19,1,3,7,4,2,2
9600.0,קרית ים,שאר עבירות,,2,-,-,-,-,1,1
1137.0,קרית יערים,Total,,288,35,34,72,59,35,53
1137.0,קרית יערים,-,,1,-,-,-,1,-,-
1137.0,קרית יערים,עבירות בטחון,,2,-,-,-,-,-,2
1137.0,קרית יערים,עבירות כלפי המוסר,,19,2,3,11,2,1,-
1137.0,קרית יערים,עבירות כלפי הרכוש,,109,15,13,27,25,13,16
1137.0,קרית יערים,עבירות מין,,32,2,2,6,6,5,11
1137.0,קרית יערים,עבירות מרמה,,7,1,1,1,-,1,3
1137.0,קרית יערים,עבירות נגד גוף,,55,7,7,14,11,10,6
1137.0,קרית יערים,עבירות סדר ציבורי,,117,12,15,24,24,19,23
8200.0,קרית מוצקין,Total,,8155,1171,1222,1426,1360,1535,1441
8200.0,קרית מוצקין,-,,5,1,1,-,2,1,-
8200.0,קרית מוצקין,סעיפי הגדרה,,3,-,-,-,-,3,-
8200.0,קרית מוצקין,עבירות בטחון,,23,8,-,6,1,7,1
8200.0,קרית מוצקין,עבירות כלכליות,,18,3,6,6,1,1,1
8200.0,קרית מוצקין,עבירות כלפי המוסר,,895,89,105,186,130,221,164
